Datetime,Open,High,Low,Close,Adj Close,Volume
2022-03-31 09:15:00+05:30,2661.10009765625,2669.449951171875,2658.550048828125,2664.60009765625,2664.60009765625,0
2022-03-31 09:20:00+05:30,2664.60009765625,2667.0,2660.050048828125,2661.199951171875,2661.199951171875,80712
2022-03-31 09:25:00+05:30,2661.0,2661.0,2653.0,2654.64990234375,2654.64990234375,87742
2022-03-31 09:30:00+05:30,2654.64990234375,2664.0,2654.550048828125,2664.0,2664.0,78083
2022-03-31 09:35:00+05:30,2664.0,2666.0,2659.75,2661.300048828125,2661.300048828125,65611
2022-03-31 09:40:00+05:30,2661.35009765625,2664.89990234375,2652.14990234375,2653.64990234375,2653.64990234375,80030
2022-03-31 09:45:00+05:30,2653.64990234375,2658.0,2653.0,2657.800048828125,2657.800048828125,49667
2022-03-31 09:50:00+05:30,2658.0,2658.949951171875,2654.0,2654.699951171875,2654.699951171875,41735
2022-03-31 09:55:00+05:30,2654.699951171875,2662.0,2654.0,2654.0,2654.0,49501
2022-03-31 10:00:00+05:30,2654.300048828125,2659.800048828125,2654.0,2658.050048828125,2658.050048828125,27841
2022-03-31 10:05:00+05:30,2658.050048828125,2658.699951171875,2655.0,2655.800048828125,2655.800048828125,31455
2022-03-31 10:10:00+05:30,2656.0,2656.199951171875,2652.199951171875,2653.199951171875,2653.199951171875,59511
2022-03-31 10:15:00+05:30,2653.199951171875,2655.0,2645.300048828125,2645.300048828125,2645.300048828125,141265
2022-03-31 10:20:00+05:30,2645.10009765625,2649.64990234375,2645.10009765625,2649.0,2649.0,54685
2022-03-31 10:25:00+05:30,2648.64990234375,2649.89990234375,2647.050048828125,2648.5,2648.5,44645
2022-03-31 10:30:00+05:30,2648.550048828125,2649.85009765625,2647.050048828125,2648.60009765625,2648.60009765625,30454
2022-03-31 10:35:00+05:30,2648.550048828125,2649.39990234375,2647.0,2647.35009765625,2647.35009765625,25971
2022-03-31 10:40:00+05:30,2647.35009765625,2650.5,2646.0,2646.800048828125,2646.800048828125,46717
2022-03-31 10:45:00+05:30,2646.800048828125,2648.0,2642.10009765625,2644.60009765625,2644.60009765625,61909
2022-03-31 10:50:00+05:30,2644.60009765625,2651.800048828125,2644.050048828125,2650.64990234375,2650.64990234375,46303
2022-03-31 10:55:00+05:30,2650.64990234375,2656.0,2650.550048828125,2651.300048828125,2651.300048828125,58256
2022-03-31 11:00:00+05:30,2651.300048828125,2653.64990234375,2650.0,2650.0,2650.0,31923
2022-03-31 11:05:00+05:30,2649.85009765625,2651.0,2648.0,2648.14990234375,2648.14990234375,34703
2022-03-31 11:10:00+05:30,2648.64990234375,2651.75,2648.0,2650.699951171875,2650.699951171875,47225
2022-03-31 11:15:00+05:30,2650.699951171875,2654.0,2649.25,2651.39990234375,2651.39990234375,33611
2022-03-31 11:20:00+05:30,2650.75,2651.39990234375,2649.0,2649.300048828125,2649.300048828125,30431
2022-03-31 11:25:00+05:30,2649.39990234375,2650.800048828125,2646.0,2647.449951171875,2647.449951171875,33522
2022-03-31 11:30:00+05:30,2647.5,2649.199951171875,2644.0,2644.25,2644.25,35074
2022-03-31 11:35:00+05:30,2644.25,2645.949951171875,2643.0,2644.10009765625,2644.10009765625,32837
2022-03-31 11:40:00+05:30,2644.0,2644.10009765625,2640.0,2641.5,2641.5,55977
2022-03-31 11:45:00+05:30,2641.25,2641.25,2638.25,2639.050048828125,2639.050048828125,43828
2022-03-31 11:50:00+05:30,2639.0,2641.39990234375,2636.0,2636.199951171875,2636.199951171875,66114
2022-03-31 11:55:00+05:30,2636.14990234375,2636.14990234375,2632.550048828125,2634.0,2634.0,80251
2022-03-31 12:00:00+05:30,2634.0,2635.0,2632.64990234375,2633.10009765625,2633.10009765625,44540
2022-03-31 12:05:00+05:30,2633.25,2634.300048828125,2630.300048828125,2630.300048828125,2630.300048828125,38479
2022-03-31 12:10:00+05:30,2630.10009765625,2635.0,2630.0,2634.60009765625,2634.60009765625,48048
2022-03-31 12:15:00+05:30,2635.0,2639.949951171875,2634.64990234375,2639.949951171875,2639.949951171875,75186
2022-03-31 12:20:00+05:30,2639.949951171875,2640.25,2636.35009765625,2640.25,2640.25,60537
2022-03-31 12:25:00+05:30,2640.25,2645.449951171875,2637.300048828125,2645.449951171875,2645.449951171875,55625
2022-03-31 12:30:00+05:30,2645.449951171875,2646.89990234375,2642.60009765625,2642.60009765625,2642.60009765625,65915
2022-03-31 12:35:00+05:30,2642.89990234375,2645.550048828125,2639.0,2644.199951171875,2644.199951171875,57207
2022-03-31 12:40:00+05:30,2643.85009765625,2644.949951171875,2641.949951171875,2642.5,2642.5,30229
2022-03-31 12:45:00+05:30,2642.60009765625,2646.0,2638.550048828125,2645.10009765625,2645.10009765625,47374
2022-03-31 12:50:00+05:30,2646.0,2646.89990234375,2642.10009765625,2643.5,2643.5,43742
2022-03-31 12:55:00+05:30,2643.14990234375,2646.800048828125,2642.10009765625,2646.199951171875,2646.199951171875,37923
2022-03-31 13:00:00+05:30,2646.14990234375,2649.75,2645.64990234375,2647.550048828125,2647.550048828125,70898
2022-03-31 13:05:00+05:30,2647.550048828125,2652.949951171875,2645.35009765625,2652.949951171875,2652.949951171875,72728
2022-03-31 13:10:00+05:30,2653.0,2653.0,2647.199951171875,2647.449951171875,2647.449951171875,36480
2022-03-31 13:15:00+05:30,2647.25,2647.25,2639.050048828125,2639.14990234375,2639.14990234375,64966
2022-03-31 13:20:00+05:30,2639.14990234375,2640.25,2636.89990234375,2638.800048828125,2638.800048828125,44027
2022-03-31 13:25:00+05:30,2638.800048828125,2640.699951171875,2637.0,2637.0,2637.0,39512
2022-03-31 13:30:00+05:30,2637.0,2639.39990234375,2636.550048828125,2636.800048828125,2636.800048828125,34383
2022-03-31 13:35:00+05:30,2636.699951171875,2640.0,2636.699951171875,2637.199951171875,2637.199951171875,45295
2022-03-31 13:40:00+05:30,2637.10009765625,2640.050048828125,2636.800048828125,2638.0,2638.0,34894
2022-03-31 13:45:00+05:30,2638.0,2640.85009765625,2637.699951171875,2639.449951171875,2639.449951171875,43247
2022-03-31 13:50:00+05:30,2639.449951171875,2641.5,2638.25,2641.5,2641.5,50184
2022-03-31 13:55:00+05:30,2641.5,2646.85009765625,2641.300048828125,2644.800048828125,2644.800048828125,51249
2022-03-31 14:00:00+05:30,2644.800048828125,2644.800048828125,2640.39990234375,2641.10009765625,2641.10009765625,51930
2022-03-31 14:05:00+05:30,2641.0,2643.0,2637.75,2638.64990234375,2638.64990234375,44548
2022-03-31 14:10:00+05:30,2638.64990234375,2643.5,2634.0,2635.300048828125,2635.300048828125,51221
2022-03-31 14:15:00+05:30,2636.0,2637.60009765625,2632.699951171875,2633.89990234375,2633.89990234375,43148
2022-03-31 14:20:00+05:30,2633.89990234375,2635.550048828125,2632.75,2635.39990234375,2635.39990234375,38076
2022-03-31 14:25:00+05:30,2635.550048828125,2640.0,2634.25,2637.25,2637.25,44155
2022-03-31 14:30:00+05:30,2637.449951171875,2637.449951171875,2632.949951171875,2635.0,2635.0,48539
2022-03-31 14:35:00+05:30,2635.0,2635.0,2629.0,2629.0,2629.0,84463
2022-03-31 14:40:00+05:30,2630.0,2632.64990234375,2629.050048828125,2631.89990234375,2631.89990234375,79034
2022-03-31 14:45:00+05:30,2631.050048828125,2634.949951171875,2631.050048828125,2633.550048828125,2633.550048828125,47470
2022-03-31 14:50:00+05:30,2633.5,2637.5,2633.300048828125,2635.89990234375,2635.89990234375,69802
2022-03-31 14:55:00+05:30,2635.89990234375,2640.0,2635.0,2637.35009765625,2637.35009765625,67675
2022-03-31 15:00:00+05:30,2637.60009765625,2643.89990234375,2631.85009765625,2633.949951171875,2633.949951171875,353485
2022-03-31 15:05:00+05:30,2633.699951171875,2633.85009765625,2628.75,2631.60009765625,2631.60009765625,338192
2022-03-31 15:10:00+05:30,2631.60009765625,2641.699951171875,2629.35009765625,2637.89990234375,2637.89990234375,410332
2022-03-31 15:15:00+05:30,2637.89990234375,2639.89990234375,2630.550048828125,2633.199951171875,2633.199951171875,402357
2022-03-31 15:20:00+05:30,2633.199951171875,2637.10009765625,2632.050048828125,2633.60009765625,2633.60009765625,451461
2022-03-31 15:25:00+05:30,2633.5,2637.39990234375,2633.0,2636.0,2636.0,279296
2022-04-01 09:15:00+05:30,2637.699951171875,2646.800048828125,2634.5,2646.75,2646.75,0
2022-04-01 09:20:00+05:30,2646.800048828125,2648.0,2640.60009765625,2641.60009765625,2641.60009765625,100411
2022-04-01 09:25:00+05:30,2640.75,2643.10009765625,2636.0,2636.5,2636.5,88845
2022-04-01 09:30:00+05:30,2636.14990234375,2639.949951171875,2636.0,2637.5,2637.5,55638
2022-04-01 09:35:00+05:30,2637.5,2637.60009765625,2630.0,2631.300048828125,2631.300048828125,65387
